diamond_id,size,color,fancy_color_dominant_color,fancy_color_secondary_color,fancy_color_overtone,fancy_color_intensity,clarity,cut,symmetry,polish,depth_percent,table_percent,meas_length,meas_width,meas_depth,girdle_min,girdle_max,culet_size,culet_condition,fluor_color,fluor_intensity,lab,total_sales_price,eye_clean,date
530722030,2.41,F,Red,Orange,Purplish,Very Light,VVS1,Very Good,Excellent,Excellent,1.8,1.0,10.11,7.95,13.82,VTN,VTN,SL,Green,Green,Very Strong,GIA,287268,Yes,2019-02-19
617602682,6.03,M,Purple,Orange,Grayish,Fancy Intense,SI2,Fair,Excellent,Excellent,0.2,5.3,9.74,17.05,10.69,STK,STK,EL,Green,Orange,Very Slight,HRD,164159,No,2018-08-12
957770685,17.81,J,Yellow,Orange,Purplish,Very Light,I2,Very Good,Fair,Excellent,8.4,2.6,4.72,8.75,6.95,M,M,L,Orange,Blue,Strong,IGI,630748,E1,2012-06-11
409834394,5.8,K,Red,Orange,Greenish,Fancy Light,VS1,Excellent,Excellent,Very Good,2.9,7.3,9.93,7.22,11.33,VTN,TK,L,Orange,Green,Strong,IGI,967086,Borderline,2004-09-23
423223917,7.9,J,Black,Green,Orangey,Very Light,VVS1,Fair,Very Good,Poor,1.4,9.2,16.03,7.15,3.18,XTK,VTK,L,Blue,Blue,Very Strong,HRD,50255,E1,2016-03-27
489584074,2.54,I,Brown,Brown,Purplish,Fancy,SI1,Good,Fair,Excellent,9.0,6.1,7.29,9.13,12.2,TK,VTN,N,Green,White,Very Strong,GIA,1372969,No,2004-07-13
743208269,18.23,L,Gray,Chameleon,Orangey,Fancy,VVS2,Fair,Good,Excellent,4.0,0.4,12.92,12.76,11.51,TN,XTK,VS,Green,Yellow,Strong,GIA,1041440,No,2015-09-21
393547394,17.0,E,Black,Blue,Orangey,Fancy Vivid,SI3,Poor,Good,Fair,9.1,7.1,10.21,2.92,10.55,TN,TN,EL,Orange,Yellow,Very Slight,GIA,736186,Borderline,2017-02-19
513076693,8.8,M,Black,Yellow,Pinkish,Faint,VS1,Poor,Good,Good,2.0,4.6,8.8,5.7,6.26,XTK,XTK,EL,Orange,White,Medium,GIA,1225003,Borderline,2010-03-02
658318243,8.8,J,Other,Pink,Brownish,Fancy Vivid,VVS2,Fair,Very Good,Good,0.1,2.6,8.44,4.99,10.09,XTN,VTN,N,Orange,Blue,Slight,GIA,1142210,Yes,2006-01-18
155597562,13.09,D,Gray,Yellow,Purplish,Light,VVS1,Very Good,Excellent,Excellent,3.7,2.8,6.39,3.95,3.52,XTK,VTK,S,Orange,Blue,Faint,GIA,320517,Yes,2009-05-19
623469972,6.85,K,Purple,Other,Greenish,Fancy Light,SI3,Excellent,Good,Fair,1.5,0.4,10.3,6.23,16.43,TK,TN,S,Green,Orange,Very Strong,GIA,1099736,Borderline,2004-07-24
826730684,13.27,I,Chameleon,Pink,Pinkish,Faint,I3,Fair,Good,Good,8.7,1.9,12.15,2.91,15.43,XTK,TK,N,Blue,Blue,Faint,HRD,596156,Yes,2017-06-01
304374667,15.55,G,Other,Red,Greenish,Fancy Deep,SI1,Very Good,Poor,Good,6.7,3.3,4.61,4.74,5.17,TN,M,VS,Yellow,Green,Very Slight,IGI,617602,Yes,2006-05-29
979964711,13.89,I,Brown,Yellow,Orangey,Fancy Intense,VVS1,Fair,Poor,Poor,6.4,3.5,5.36,5.49,15.39,VTN,M,VS,Blue,Yellow,Very Strong,IGI,397564,Borderline,2015-11-21
541400204,1.44,L,Chameleon,Black,Pinkish,Very Light,SI2,Poor,Very Good,Fair,1.9,2.8,10.72,4.01,8.95,XTN,M,S,Orange,Orange,Medium,HRD,440997,Yes,2004-06-06
427966370,2.98,H,Chameleon,Other,Grayish,Fancy Dark,I2,Fair,Excellent,Poor,6.4,6.4,12.52,5.06,8.96,STK,STK,EL,White,Blue,Strong,HRD,477269,E1,2012-05-01
410245000,17.67,G,Blue,Yellow,Brownish,Fancy Dark,VS1,Excellent,Fair,Good,6.2,3.1,12.15,11.59,16.65,XTK,TK,L,Orange,White,Strong,HRD,423286,Yes,2015-09-11
831604128,12.17,F,Other,Green,Yellowish,Faint,VS2,Very Good,Very Good,Very Good,5.6,6.4,12.23,5.55,8.46,XTN,TN,SL,Yellow,Orange,Slight,GIA,52739,Borderline,2019-06-01
301589371,15.14,J,Chameleon,Brown,Purplish,Faint,I1,Poor,Very Good,Very Good,7.7,3.7,2.87,12.84,10.79,TN,STK,VL,Orange,Blue,Very Slight,GIA,1038086,Borderline,2021-04-28
559777509,16.54,F,Gray,Other,Grayish,Faint,SI1,Very Good,Excellent,Fair,2.3,7.1,10.13,7.19,16.58,XTK,VTK,SL,Green,Yellow,Very Strong,IGI,1293752,E1,2010-12-30
687686579,17.26,G,Gray,Chameleon,Purplish,Fancy Vivid,I1,Good,Good,Fair,8.8,8.2,15.45,10.3,15.29,TK,STK,L,Blue,Orange,Slight,GIA,722872,Yes,2023-04-07
614593244,13.02,D,Gray,Other,Purplish,Fancy Intense,VVS2,Good,Excellent,Very Good,3.8,4.5,10.72,11.48,3.89,XTK,TK,VS,Orange,White,Very Slight,IGI,1139212,No,2019-02-06
330340844,11.9,H,Green,Chameleon,Greenish,Fancy,VVS1,Good,Good,Poor,9.0,8.1,11.71,5.17,8.79,STK,STN,S,Blue,Green,Strong,HRD,316438,Borderline,2023-03-07
120462441,6.12,G,Brown,Gray,Brownish,Fancy Light,I1,Good,Good,Good,9.0,3.0,16.31,13.92,16.85,VTK,VTN,M,White,Blue,Faint,IGI,1399974,No,2023-10-18
751081294,2.67,M,Chameleon,Chameleon,Brownish,Light,I1,Good,Good,Fair,8.1,7.2,8.28,6.86,13.43,XTN,STK,S,White,Orange,Medium,IGI,735776,No,2019-08-04
872981048,13.65,K,Red,Red,Purplish,Very Light,VS1,Very Good,Poor,Good,6.7,5.1,4.63,13.9,6.14,TN,M,EL,Blue,Blue,Slight,HRD,294013,E1,2014-11-06
370363420,3.91,J,Yellow,Red,Greenish,Fancy Deep,SI2,Very Good,Very Good,Very Good,2.6,8.9,10.82,16.21,7.95,STK,STN,VS,Green,Blue,Slight,IGI,1289398,No,2021-05-23
438534409,0.75,J,Chameleon,Pink,Orangey,Light,VS1,Very Good,Good,Fair,5.2,2.5,16.26,11.76,3.15,TK,XTN,EL,Green,Blue,Strong,HRD,1110206,E1,2011-06-02
928601632,14.78,K,Orange,Pink,Greenish,Fancy Dark,SI2,Excellent,Poor,Very Good,2.2,6.6,8.55,10.1,14.22,XTN,STN,VS,White,Green,Very Strong,HRD,409549,Yes,2011-10-04
549021308,7.13,I,Black,Red,Grayish,Fancy Intense,VS1,Excellent,Excellent,Good,5.4,6.2,16.96,8.84,12.68,XTN,XTN,VS,Orange,Yellow,Faint,HRD,1347670,No,2015-04-15
370770775,10.46,G,Gray,Red,Yellowish,Fancy Intense,VVS1,Fair,Fair,Very Good,2.6,3.9,10.55,7.51,3.24,XTK,VTN,M,Orange,Orange,Strong,GIA,624640,No,2009-01-26
512179158,17.42,D,Blue,Blue,Greenish,Faint,I3,Poor,Excellent,Good,3.2,1.2,7.85,10.03,3.75,XTK,STN,VL,Green,Yellow,Faint,GIA,957571,No,2013-04-08
261147694,9.97,J,Brown,Blue,Yellowish,Fancy Vivid,I1,Good,Very Good,Fair,6.2,3.4,4.86,12.49,4.11,STN,TN,L,Blue,Yellow,Slight,IGI,1086982,No,2017-01-18
587125971,6.08,I,Pink,Purple,Yellowish,Fancy Intense,SI3,Excellent,Excellent,Poor,3.9,0.9,13.97,5.73,11.99,XTN,M,SL,Green,Green,Very Slight,GIA,1172696,No,2004-10-28
880906299,17.25,K,Red,Chameleon,Purplish,Fancy Deep,VVS1,Poor,Fair,Fair,0.2,4.6,10.87,5.26,13.71,TN,STN,SL,Blue,Orange,Strong,HRD,22314,E1,2023-04-16
562792529,12.33,J,Yellow,Black,Orangey,Light,IF,Good,Excellent,Poor,0.5,0.3,4.42,8.5,8.32,STN,STK,VS,Green,Yellow,Very Strong,HRD,1249160,E1,2008-05-21
145924812,14.61,K,Green,Other,Orangey,Fancy Vivid,VVS1,Poor,Good,Fair,4.4,5.7,5.61,10.57,6.28,XTN,XTK,N,Yellow,Green,Medium,HRD,1382436,No,2022-03-02
164471903,14.59,E,Yellow,Black,Grayish,Fancy,I3,Good,Excellent,Very Good,0.9,2.9,9.32,8.45,6.29,STN,TK,EL,Blue,Green,Medium,IGI,587000,E1,2022-04-03
385976965,5.92,K,Gray,Yellow,Brownish,Fancy Intense,VS2,Very Good,Excellent,Good,9.4,0.5,3.48,13.69,9.37,STK,M,VS,Yellow,Yellow,Faint,IGI,1124624,E1,2019-05-27
988432368,11.02,E,Purple,Blue,Pinkish,Light,SI2,Fair,Fair,Fair,1.1,2.0,15.19,13.66,7.24,XTK,M,SL,Yellow,Orange,Medium,IGI,604376,Yes,2005-05-04
233725399,15.29,H,Pink,Pink,Grayish,Fancy,I1,Excellent,Poor,Good,4.0,0.5,12.76,6.79,12.53,M,XTN,VL,Orange,Orange,Very Slight,GIA,695467,No,2013-01-25
442193590,16.35,D,Orange,Purple,Yellowish,Faint,VS2,Poor,Good,Excellent,5.5,2.7,11.94,11.8,12.9,TN,M,SL,Yellow,Blue,Very Strong,HRD,207009,Yes,2013-05-23
405483533,9.43,F,Purple,Yellow,Purplish,Light,VVS2,Poor,Very Good,Poor,6.1,7.2,16.68,6.5,11.07,TK,VTK,M,Green,Orange,Very Slight,IGI,1371062,Yes,2006-02-17
582150051,9.13,I,Green,Black,Yellowish,Fancy Light,VS1,Very Good,Poor,Poor,6.6,3.2,10.2,12.16,8.92,TK,VTN,M,Orange,Yellow,Medium,IGI,1377810,No,2020-03-20
625986188,12.9,K,Purple,Red,Greenish,Fancy Light,VS2,Poor,Poor,Excellent,2.9,0.4,16.13,6.85,13.07,STK,STK,N,Yellow,Blue,Medium,HRD,1394305,Borderline,2023-07-02
440326808,3.33,L,Orange,Other,Greenish,Fancy Deep,VS1,Good,Fair,Poor,5.1,1.4,16.09,11.68,7.62,VTN,STK,M,Yellow,Yellow,Slight,HRD,563037,Yes,2013-11-08
425897693,10.87,L,Other,Black,Grayish,Fancy Vivid,VS2,Excellent,Good,Excellent,5.0,4.4,12.26,16.76,13.95,TK,XTN,S,Green,Yellow,Very Strong,HRD,1131943,Yes,2015-11-02
679692503,6.19,J,Green,Blue,Yellowish,Fancy,I2,Fair,Very Good,Fair,8.5,8.9,14.96,14.56,5.14,XTN,TK,N,Blue,Green,Medium,IGI,816256,E1,2021-06-27
963861338,5.82,H,Yellow,Chameleon,Yellowish,Fancy Vivid,IF,Very Good,Fair,Good,1.5,8.1,9.24,9.74,12.07,STK,STK,SL,White,Green,Medium,HRD,1428104,No,2005-02-02
571643091,12.62,E,Chameleon,Brown,Brownish,Fancy,I3,Excellent,Good,Excellent,5.9,6.2,10.29,15.52,9.72,TN,M,VL,Blue,White,Faint,IGI,518196,E1,2021-03-07
247812537,7.01,H,Pink,Blue,Purplish,Fancy Intense,SI2,Excellent,Fair,Very Good,6.8,8.6,7.75,7.69,11.37,TK,M,EL,Green,Blue,Strong,IGI,939215,Yes,2013-01-29
101545301,2.85,D,Other,Brown,Grayish,Fancy,I2,Poor,Very Good,Poor,1.6,7.8,3.56,11.72,5.53,XTK,M,SL,Yellow,Yellow,Very Strong,IGI,1295616,E1,2013-09-09
592468332,1.44,J,Blue,Pink,Grayish,Fancy Vivid,IF,Poor,Poor,Poor,3.3,7.2,12.18,6.02,6.57,STK,XTN,VS,White,Green,Slight,GIA,1095155,Borderline,2019-01-23
544576751,12.6,K,Yellow,Purple,Brownish,Faint,I2,Good,Very Good,Very Good,4.0,6.8,6.81,10.01,14.59,XTN,TN,EL,Orange,Green,Strong,IGI,860570,Yes,2013-11-29
921327066,18.2,K,Yellow,Orange,Orangey,Very Light,IF,Fair,Good,Very Good,3.2,5.1,8.28,5.86,11.12,XTN,STK,M,Yellow,Green,Slight,GIA,21520,E1,2018-05-17
258703215,10.92,M,Red,Purple,Brownish,Fancy Light,SI2,Very Good,Excellent,Poor,6.9,8.4,16.01,7.59,15.57,TK,TK,M,Blue,Blue,Very Slight,IGI,495728,E1,2018-11-22
681319351,1.86,E,Yellow,Blue,Grayish,Light,SI2,Excellent,Poor,Poor,6.7,5.4,6.1,13.45,4.81,STK,STN,L,Yellow,Green,Medium,GIA,1085184,No,2019-07-17
422710290,17.06,J,Other,Other,Pinkish,Very Light,IF,Very Good,Poor,Fair,0.9,2.4,10.91,4.77,13.94,VTN,STN,L,Green,White,Strong,GIA,1320525,E1,2013-12-29
714454376,0.27,K,Yellow,Red,Grayish,Fancy,VVS2,Fair,Very Good,Very Good,9.0,1.1,9.82,16.75,16.32,VTN,STN,VL,Green,Orange,Medium,HRD,378408,Yes,2010-12-08
690897186,11.57,J,Yellow,Brown,Brownish,Very Light,I2,Good,Poor,Very Good,8.6,0.2,10.32,13.88,3.15,M,XTK,EL,Blue,Blue,Slight,GIA,1084514,E1,2011-11-02
454086772,4.05,E,Orange,Brown,Brownish,Fancy Intense,IF,Fair,Poor,Good,7.6,5.3,7.78,14.82,8.22,TK,XTK,N,Blue,Yellow,Strong,GIA,900481,No,2007-12-09
445878544,18.7,F,Gray,Brown,Purplish,Fancy Light,SI2,Good,Good,Fair,8.6,8.2,15.42,16.18,7.98,TN,STN,N,Blue,Yellow,Faint,IGI,1075974,Borderline,2011-10-26
535330362,1.04,H,Blue,Gray,Brownish,Light,VS2,Good,Excellent,Fair,4.1,6.0,11.93,14.29,12.78,VTK,STN,M,Green,Yellow,Medium,IGI,500101,No,2023-12-08
122189862,13.04,M,Yellow,Red,Pinkish,Fancy Light,SI3,Poor,Good,Very Good,2.2,8.7,12.3,3.23,14.16,STN,XTN,VL,Blue,Orange,Medium,IGI,610239,No,2024-01-19
301230866,7.25,J,Blue,Pink,Yellowish,Fancy Light,I1,Fair,Good,Poor,9.2,0.6,14.93,12.76,16.43,VTK,STN,VL,Green,Orange,Strong,HRD,167103,E1,2007-01-11
801505664,13.99,G,Chameleon,Green,Grayish,Fancy Deep,VVS1,Excellent,Good,Good,2.0,9.2,4.04,5.43,9.77,STK,VTN,L,Yellow,Blue,Very Strong,IGI,1135753,Borderline,2007-02-28
289891038,17.97,H,Black,Red,Pinkish,Fancy,SI3,Fair,Very Good,Excellent,8.8,8.9,13.7,12.05,13.11,TN,STK,EL,Green,Orange,Very Strong,IGI,1122214,E1,2011-03-04
202187159,11.66,I,Black,Chameleon,Greenish,Faint,I2,Very Good,Fair,Poor,5.6,8.6,9.42,13.22,9.35,STN,XTK,L,Green,Green,Strong,IGI,1422640,Borderline,2012-03-11
747302842,2.01,D,Yellow,Pink,Grayish,Fancy Dark,VS2,Poor,Fair,Excellent,4.0,5.8,6.7,16.48,4.43,VTN,TN,N,Orange,Yellow,Very Strong,GIA,841491,E1,2016-07-07
873591578,6.57,L,Purple,Brown,Greenish,Fancy Dark,I1,Very Good,Fair,Very Good,4.3,2.3,13.84,7.16,13.16,VTN,M,N,Green,Orange,Medium,GIA,758814,Borderline,2010-07-14
675085582,13.09,F,Orange,Chameleon,Pinkish,Faint,SI2,Very Good,Good,Good,9.7,2.2,16.77,10.62,15.06,XTK,M,SL,Blue,Green,Very Strong,HRD,1023578,Yes,2011-05-09
669154429,3.96,K,Orange,Other,Orangey,Fancy Intense,VS1,Fair,Poor,Excellent,7.0,4.1,9.96,11.96,13.61,VTN,STN,S,Yellow,Yellow,Strong,HRD,365798,E1,2006-05-01
807353038,16.06,F,Gray,Yellow,Grayish,Fancy Vivid,SI2,Excellent,Fair,Poor,5.2,5.5,5.17,6.39,12.31,TN,M,VL,Orange,Blue,Very Strong,HRD,779894,Borderline,2013-08-04
473356101,11.43,G,Orange,Orange,Grayish,Fancy Vivid,SI1,Excellent,Excellent,Excellent,3.3,3.7,5.13,9.97,6.36,VTK,VTN,M,White,Blue,Faint,IGI,55464,Borderline,2023-01-25
135594696,8.86,G,Green,Blue,Pinkish,Faint,SI3,Good,Fair,Poor,6.4,2.4,4.25,3.02,8.81,STN,STK,N,Orange,Orange,Faint,IGI,54465,No,2011-10-17
657236857,13.49,F,Pink,Orange,Greenish,Faint,VVS1,Poor,Excellent,Fair,4.9,2.1,8.19,5.23,6.7,M,VTK,N,Orange,Green,Very Slight,GIA,675494,Yes,2008-09-21
884100871,17.12,F,Black,Other,Orangey,Fancy Vivid,VS1,Very Good,Fair,Fair,8.9,2.3,13.94,16.09,6.0,STK,VTN,L,Blue,Orange,Strong,IGI,1003991,E1,2013-12-08
116524657,3.32,M,Gray,Orange,Brownish,Fancy Deep,VVS2,Fair,Fair,Good,0.2,8.1,15.78,4.71,11.49,M,XTK,EL,Green,Green,Medium,HRD,1134765,Yes,2015-10-10
499135851,3.64,D,Other,Purple,Brownish,Fancy Dark,I2,Fair,Fair,Very Good,1.2,4.6,12.89,5.81,6.52,STK,VTN,L,Green,Blue,Medium,HRD,1165456,Borderline,2019-03-30
508361116,18.28,H,Purple,Other,Grayish,Fancy Vivid,VS1,Fair,Very Good,Good,6.6,7.3,9.69,9.49,9.15,VTK,VTK,N,Blue,Green,Very Slight,HRD,671826,Yes,2021-05-29
337778006,2.84,G,Other,Green,Grayish,Very Light,VVS1,Excellent,Good,Excellent,4.9,8.1,3.46,8.69,7.19,STN,XTK,N,Yellow,Orange,Very Slight,IGI,934427,Borderline,2006-05-16
537785279,2.81,F,Red,Black,Greenish,Fancy,I2,Good,Very Good,Fair,7.1,4.7,6.63,9.05,4.91,XTK,VTN,SL,Orange,Yellow,Slight,IGI,165057,Yes,2023-10-12
990807613,15.71,J,Black,Gray,Pinkish,Fancy Intense,SI2,Good,Good,Good,1.4,8.9,11.39,15.78,7.81,STK,M,SL,White,Blue,Faint,GIA,464420,E1,2016-08-29
893331147,17.54,M,Red,Other,Brownish,Fancy Dark,VS2,Poor,Good,Poor,0.7,6.2,16.61,9.71,15.19,STK,STK,N,Orange,White,Faint,HRD,1426613,Yes,2022-11-21
980589255,6.78,E,Orange,Gray,Purplish,Light,I2,Very Good,Fair,Poor,1.0,1.6,16.53,15.24,13.75,STN,XTK,N,Orange,Orange,Strong,IGI,1277900,No,2019-01-16
613465412,16.84,E,Gray,Red,Yellowish,Fancy Dark,VS2,Poor,Very Good,Fair,9.5,4.1,13.09,7.68,3.27,STN,XTN,N,Yellow,Orange,Strong,HRD,40003,No,2020-09-02
222788195,3.67,I,Red,Black,Grayish,Fancy Light,VVS1,Good,Good,Poor,1.6,2.0,6.05,13.29,13.25,VTN,TN,SL,Blue,Green,Very Strong,GIA,531816,No,2014-07-02
939039560,0.58,F,Yellow,Brown,Purplish,Light,VS1,Excellent,Good,Very Good,3.6,2.2,16.04,3.89,4.66,TK,STN,EL,Yellow,Orange,Very Strong,HRD,231909,Yes,2009-05-07
657194464,2.5,J,Orange,Red,Grayish,Fancy Vivid,VVS2,Good,Very Good,Poor,0.2,9.2,10.29,14.37,11.61,VTK,XTN,EL,Blue,Orange,Very Strong,IGI,258878,E1,2023-02-16
359767133,16.67,L,Pink,Green,Yellowish,Fancy Vivid,VS1,Fair,Poor,Fair,8.7,2.1,9.55,5.77,11.67,VTN,STN,M,Yellow,Orange,Very Slight,GIA,291798,E1,2009-03-29
716993682,6.38,D,Chameleon,Pink,Orangey,Very Light,VVS1,Good,Poor,Poor,6.2,6.1,5.21,9.45,12.47,TK,XTN,S,White,Blue,Medium,GIA,860592,No,2015-07-08
765119143,7.64,D,Purple,Blue,Greenish,Fancy Intense,VS1,Good,Good,Excellent,5.1,7.1,14.48,4.13,7.12,VTN,XTK,VS,White,Green,Faint,GIA,622098,Borderline,2006-01-23
399786938,7.47,K,Purple,Purple,Pinkish,Fancy Deep,I3,Fair,Poor,Good,3.7,7.6,7.23,16.23,7.28,M,XTN,SL,Green,White,Very Strong,GIA,180373,Borderline,2023-10-30
326458100,8.2,H,Black,Black,Brownish,Very Light,VS1,Fair,Very Good,Very Good,6.3,6.7,16.56,10.35,9.72,XTN,XTN,M,Orange,White,Very Strong,HRD,431839,Borderline,2017-11-05
814788258,14.56,L,Chameleon,Gray,Pinkish,Very Light,VVS2,Good,Poor,Very Good,8.7,1.8,14.53,13.82,13.99,VTN,XTN,SL,Blue,Yellow,Faint,HRD,987110,Borderline,2016-11-17
931313507,16.12,M,Chameleon,Orange,Greenish,Fancy Vivid,SI1,Good,Good,Excellent,1.7,4.0,2.98,5.88,10.95,XTK,VTK,M,Yellow,Orange,Very Slight,GIA,769392,Borderline,2023-12-23
951485903,14.86,I,Pink,Orange,Grayish,Fancy Dark,I1,Very Good,Fair,Fair,4.1,0.6,13.65,14.07,7.45,VTK,STK,N,White,Green,Strong,HRD,522403,No,2022-05-12
290260144,2.7,D,Black,Other,Pinkish,Fancy Deep,I3,Very Good,Excellent,Very Good,6.0,0.5,6.92,11.16,13.88,STK,XTN,M,Green,White,Very Strong,IGI,446231,Yes,2007-06-17
569580107,18.52,E,Chameleon,Orange,Pinkish,Fancy Dark,VVS2,Fair,Good,Fair,6.8,3.5,5.49,4.71,14.72,VTN,VTN,SL,Orange,Green,Medium,HRD,386639,E1,2005-10-02
295184862,4.91,M,Gray,Purple,Grayish,Fancy Deep,I3,Fair,Excellent,Good,0.8,6.5,8.3,15.71,15.33,XTK,TK,M,Orange,Blue,Strong,GIA,347668,No,2012-02-26
527099832,17.18,I,Red,Other,Yellowish,Light,IF,Fair,Good,Fair,4.0,5.8,3.91,15.59,2.95,XTK,XTN,N,Blue,Green,Faint,HRD,574163,Borderline,2011-12-14
326673696,0.4,D,Yellow,Black,Yellowish,Fancy Light,IF,Very Good,Good,Excellent,1.7,5.3,7.78,14.09,13.94,STN,TN,L,Blue,Yellow,Very Strong,IGI,153190,E1,2011-12-06
609828604,14.23,F,Brown,Purple,Brownish,Fancy Deep,VVS2,Fair,Excellent,Good,0.8,4.8,5.82,9.26,16.07,M,VTK,N,White,Green,Very Strong,IGI,1326826,Yes,2012-09-28
154684467,5.09,L,Other,Yellow,Grayish,Fancy Dark,VS1,Poor,Fair,Poor,0.9,7.2,15.64,3.04,7.09,M,STN,M,White,Orange,Very Slight,GIA,919484,Yes,2010-08-10
724076136,5.8,D,Brown,Gray,Orangey,Fancy Deep,VVS1,Poor,Very Good,Very Good,5.0,0.3,11.43,12.36,10.38,VTK,TK,EL,Orange,Yellow,Medium,HRD,1284636,Borderline,2020-05-04
524295270,0.57,F,Orange,Gray,Purplish,Fancy Deep,I3,Poor,Fair,Poor,0.6,6.7,16.09,10.9,5.0,M,XTN,M,White,Blue,Very Slight,GIA,193457,Borderline,2005-01-02
101144800,9.95,E,Chameleon,Chameleon,Yellowish,Very Light,VS1,Very Good,Good,Good,7.3,7.9,14.15,7.82,13.25,VTK,XTK,EL,Blue,Green,Strong,GIA,436687,Yes,2021-01-21
884674406,8.06,J,Yellow,Brown,Brownish,Fancy Dark,VVS2,Very Good,Fair,Good,9.7,5.1,5.01,16.31,3.08,TN,XTK,L,Blue,White,Very Strong,HRD,246179,E1,2012-08-12
652693925,5.31,L,Yellow,Red,Purplish,Fancy Light,VS1,Very Good,Good,Fair,1.1,2.3,12.53,5.45,4.4,VTN,XTK,SL,Yellow,Orange,Faint,HRD,999859,Yes,2010-01-05
393366273,12.73,K,Brown,Gray,Greenish,Fancy Dark,SI1,Good,Very Good,Good,3.1,6.2,12.2,9.0,7.96,XTN,STK,VL,Green,White,Very Slight,IGI,1423445,E1,2012-10-22
517349380,2.91,G,Purple,Gray,Pinkish,Fancy Vivid,VS2,Very Good,Very Good,Very Good,6.2,7.3,3.28,8.09,3.18,TN,VTK,S,Orange,Blue,Slight,GIA,1196885,Yes,2019-09-14
970048416,5.23,F,Orange,Black,Orangey,Light,VVS1,Fair,Good,Poor,3.5,0.2,4.26,10.57,4.62,VTK,VTN,S,Green,Orange,Slight,IGI,361107,Yes,2021-04-23
114783560,15.24,E,Orange,Gray,Greenish,Light,IF,Good,Poor,Very Good,5.3,6.8,15.07,12.54,13.02,XTK,XTN,VL,Orange,White,Slight,HRD,843224,Borderline,2015-01-12
938365554,18.22,G,Black,Pink,Yellowish,Fancy Deep,I2,Very Good,Good,Very Good,5.2,8.9,11.42,11.07,3.46,M,XTN,VL,Green,Blue,Faint,GIA,155766,Borderline,2010-04-16
792929772,14.19,G,Orange,Chameleon,Yellowish,Fancy Dark,VVS1,Very Good,Excellent,Fair,4.3,6.5,13.87,14.57,8.54,VTN,M,M,Blue,White,Faint,IGI,933393,Borderline,2019-04-30
356274687,3.07,I,Chameleon,Blue,Brownish,Light,VS2,Excellent,Very Good,Poor,3.5,1.8,5.68,4.18,14.25,M,VTK,EL,White,Green,Slight,HRD,573701,No,2021-03-11
152521696,16.31,F,Other,Yellow,Brownish,Fancy Vivid,I2,Poor,Very Good,Poor,1.7,0.7,14.02,11.62,9.01,VTN,VTN,L,Blue,Yellow,Slight,HRD,1275178,Borderline,2022-01-19
603231989,18.53,M,Other,Chameleon,Greenish,Fancy Deep,SI1,Fair,Fair,Poor,3.7,4.9,3.3,12.23,7.18,TK,XTK,EL,Blue,Green,Strong,GIA,146826,Borderline,2018-07-17
322443266,14.74,J,Pink,Purple,Yellowish,Fancy Vivid,IF,Good,Fair,Good,7.9,8.0,6.43,10.12,12.0,M,TN,SL,White,White,Very Strong,GIA,783108,Yes,2009-06-29
536265004,12.31,K,Other,Yellow,Greenish,Fancy Intense,SI1,Very Good,Very Good,Excellent,9.1,4.3,5.43,14.07,16.68,TN,VTN,VL,White,Green,Very Slight,IGI,330577,Yes,2016-05-19
633626630,16.91,G,Brown,Other,Greenish,Fancy Vivid,VS2,Poor,Good,Very Good,5.3,3.9,12.99,14.67,16.88,STN,STN,N,White,Orange,Medium,GIA,404842,Yes,2008-10-02
886928041,13.95,L,Orange,Black,Yellowish,Very Light,VVS1,Fair,Very Good,Excellent,7.8,3.6,4.21,7.52,13.32,TK,XTK,EL,Orange,White,Faint,IGI,909620,No,2020-10-31
186503883,14.04,I,Purple,Pink,Greenish,Fancy Deep,VVS1,Very Good,Good,Fair,5.7,0.5,16.21,7.3,14.91,STN,VTK,VS,White,White,Very Strong,IGI,986336,Yes,2009-12-30
167397984,16.36,J,Black,Green,Orangey,Very Light,IF,Good,Very Good,Fair,2.4,4.9,8.56,15.08,4.79,TN,TK,M,White,Blue,Slight,IGI,656053,E1,2007-04-28
140961925,18.72,I,Orange,Other,Greenish,Fancy Intense,SI1,Excellent,Very Good,Excellent,4.9,7.4,15.87,3.75,7.21,VTK,XTN,L,Yellow,Blue,Very Slight,IGI,676124,E1,2004-06-24
187077996,2.37,F,Chameleon,Red,Orangey,Fancy Dark,I3,Poor,Good,Good,2.3,5.3,7.96,13.85,14.85,STN,TN,M,Blue,Yellow,Very Strong,HRD,384229,Borderline,2018-08-14
722615544,16.88,M,Chameleon,Brown,Grayish,Fancy,VVS1,Good,Poor,Good,0.1,7.8,11.1,6.41,6.65,M,VTK,VS,White,Yellow,Very Slight,HRD,1129133,Borderline,2019-03-09
397878406,6.65,D,Orange,Brown,Purplish,Light,I3,Poor,Poor,Good,9.2,5.1,9.9,16.52,8.57,TK,VTK,SL,Green,Yellow,Very Slight,IGI,575528,Yes,2020-02-20
211714860,13.25,J,Blue,Brown,Purplish,Light,I1,Good,Excellent,Excellent,7.2,7.8,10.9,4.53,8.22,M,VTK,L,White,Yellow,Faint,IGI,1188980,Yes,2007-01-30
200729466,19.27,J,Other,Pink,Greenish,Fancy,VVS1,Very Good,Good,Very Good,2.6,3.8,15.25,8.63,13.1,XTK,STN,EL,Yellow,Yellow,Medium,HRD,46426,Yes,2009-04-02
